lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.02,2023-12-04 21:12:08.570457,,,,,,,,,,,,,,
,2023-12-04 21:12:09.510855,0.037129923701286316,0.0001450412964913994,0.037129923701286316,49.0,0.0,,,,,,,,,
0.02,2023-12-04 21:12:56.551746,,,,,,,,,,,,,,
,2023-12-04 21:12:57.523247,0.4118409752845764,0.02342047169804573,0.4118409752845764,99.0,0.0,,,,,,,,,
0.02,2023-12-04 21:13:45.572959,,,,,,,,,,,,,,
,2023-12-04 21:13:46.549196,0.49392402172088623,0.0037698482628911734,0.49392402172088623,149.0,0.0,,,,,,,,,
0.02,2023-12-04 21:14:34.395456,,,,,,,,,,,,,,
,2023-12-04 21:14:35.374610,0.1621434986591339,0.001120393630117178,0.1621434986591339,199.0,0.0,,,,,,,,,
0.02,2023-12-04 21:15:23.414557,,,,,,,,,,,,,,
,2023-12-04 21:15:24.392600,0.08244037628173828,0.00028918596217408776,0.08244037628173828,249.0,0.0,,,,,,,,,
,2023-12-04 21:15:57.194582,,,,,0.0,0.28866851329803467,0.0021804217249155045,0.28866851329803467,0.11277910321950912,0.0007139386143535376,0.11277910321950912,,,
,2023-12-04 21:15:57.203837,,,,,0.0,,,,,,,0.19429081678390503,0.003352127270773053,0.19429081678390503
0.02,2023-12-04 21:16:21.732460,,,,,,,,,,,,,,
,2023-12-04 21:16:22.707951,0.020441468805074692,9.035566472448409e-05,0.020441468805074692,299.0,1.0,,,,,,,,,
0.02,2023-12-04 21:17:10.824532,,,,,,,,,,,,,,
,2023-12-04 21:17:11.800486,0.18515926599502563,0.0007224532309919596,0.18515926599502563,349.0,1.0,,,,,,,,,
0.02,2023-12-04 21:17:59.812956,,,,,,,,,,,,,,
,2023-12-04 21:18:00.792508,0.14064884185791016,0.0005044654244557023,0.14064884185791016,399.0,1.0,,,,,,,,,
0.02,2023-12-04 21:18:48.899006,,,,,,,,,,,,,,
,2023-12-04 21:18:49.878938,0.1692015677690506,0.000961913843639195,0.1692015677690506,449.0,1.0,,,,,,,,,
0.02,2023-12-04 21:19:37.814969,,,,,,,,,,,,,,
,2023-12-04 21:19:40.477791,0.12728765606880188,0.0005857048090547323,0.12728765606880188,499.0,1.0,,,,,,,,,
0.02,2023-12-04 21:22:55.941074,,,,,,,,,,,,,,
,2023-12-04 21:22:56.924165,0.21097031235694885,0.000909407390281558,0.21097031235694885,549.0,1.0,,,,,,,,,
,2023-12-04 21:23:01.250965,,,,,1.0,0.12798430025577545,0.001888370024971664,0.12798430025577545,0.20906266570091248,0.0013387996004894376,0.20906266570091248,,,
,2023-12-04 21:23:01.260109,,,,,1.0,,,,,,,0.19252938032150269,0.0026445076800882816,0.19252938032150269
0.02,2023-12-04 21:23:50.298555,,,,,,,,,,,,,,
,2023-12-04 21:23:51.278589,0.2631847858428955,0.0021252804435789585,0.2631847858428955,599.0,2.0,,,,,,,,,
0.02,2023-12-04 21:24:39.382928,,,,,,,,,,,,,,
,2023-12-04 21:24:40.359784,0.30714893341064453,0.0019915567245334387,0.30714893341064453,649.0,2.0,,,,,,,,,
0.02,2023-12-04 21:25:28.510252,,,,,,,,,,,,,,
,2023-12-04 21:25:29.491521,0.12194636464118958,0.00040970981353893876,0.12194636464118958,699.0,2.0,,,,,,,,,
0.02,2023-12-04 21:26:17.630942,,,,,,,,,,,,,,
,2023-12-04 21:26:18.609674,0.2631273865699768,0.0011985546443611383,0.2631273865699768,749.0,2.0,,,,,,,,,
0.02,2023-12-04 21:27:06.710102,,,,,,,,,,,,,,
,2023-12-04 21:27:07.687751,0.14211255311965942,0.0005959614645689726,0.14211255311965942,799.0,2.0,,,,,,,,,
,2023-12-04 21:27:36.602195,,,,,2.0,0.18769571185112,0.0010252887150272727,0.18769571185112,0.22281497716903687,0.0015569955576211214,0.22281497716903687,,,
,2023-12-04 21:27:36.611549,,,,,2.0,,,,,,,0.19455859065055847,0.004344443790614605,0.19455859065055847
0.02,2023-12-04 21:28:01.105299,,,,,,,,,,,,,,
,2023-12-04 21:28:02.084825,0.06596452742815018,0.0002299788611708209,0.06596452742815018,849.0,3.0,,,,,,,,,
0.02,2023-12-04 21:28:50.237607,,,,,,,,,,,,,,
,2023-12-04 21:28:51.217824,0.2541317343711853,0.0011097700335085392,0.2541317343711853,899.0,3.0,,,,,,,,,
0.02,2023-12-04 21:29:39.247284,,,,,,,,,,,,,,
,2023-12-04 21:29:40.225184,0.2242867648601532,0.0025546327233314514,0.2242867648601532,949.0,3.0,,,,,,,,,
0.02,2023-12-04 21:30:28.272628,,,,,,,,,,,,,,
,2023-12-04 21:30:30.102421,0.20991748571395874,0.0009201233624480665,0.20991748571395874,999.0,3.0,,,,,,,,,
0.02,2023-12-04 21:33:40.908425,,,,,,,,,,,,,,
,2023-12-04 21:33:41.886923,0.13256515562534332,0.0004475159221328795,0.13256515562534332,1049.0,3.0,,,,,,,,,
0.02,2023-12-04 21:34:29.964242,,,,,,,,,,,,,,
,2023-12-04 21:34:30.942439,0.13438379764556885,0.0005817264318466187,0.13438379764556885,1099.0,3.0,,,,,,,,,
,2023-12-04 21:34:35.241915,,,,,3.0,0.25377675890922546,0.012521094642579556,0.25377675890922546,0.22039620578289032,0.002067061373963952,0.22039620578289032,,,
,2023-12-04 21:34:35.254249,,,,,3.0,,,,,,,0.18244341015815735,0.0023887387942522764,0.18244341015815735
0.02,2023-12-04 21:35:24.410379,,,,,,,,,,,,,,
,2023-12-04 21:35:25.392487,0.09807612746953964,0.00034156464971601963,0.09807612746953964,1149.0,4.0,,,,,,,,,
0.02,2023-12-04 21:36:13.507906,,,,,,,,,,,,,,
,2023-12-04 21:36:14.487600,0.13719063997268677,0.0004648890462704003,0.13719063997268677,1199.0,4.0,,,,,,,,,
0.02,2023-12-04 21:37:02.518075,,,,,,,,,,,,,,
,2023-12-04 21:37:03.494030,0.1008041575551033,0.0003776253724936396,0.1008041575551033,1249.0,4.0,,,,,,,,,
0.02,2023-12-04 21:37:51.553723,,,,,,,,,,,,,,
,2023-12-04 21:37:52.533349,0.1742628812789917,0.0009542190236970782,0.1742628812789917,1299.0,4.0,,,,,,,,,
0.02,2023-12-04 21:38:40.661320,,,,,,,,,,,,,,
,2023-12-04 21:38:41.642501,0.12974068522453308,0.0004340388113632798,0.12974068522453308,1349.0,4.0,,,,,,,,,
,2023-12-04 21:39:10.629092,,,,,4.0,0.2792200744152069,0.04190586507320404,0.2792200744152069,0.17047864198684692,0.0008317207102663815,0.17047864198684692,,,
,2023-12-04 21:39:10.639535,,,,,4.0,,,,,,,0.1878330260515213,0.0025751586072146893,0.1878330260515213
0.02,2023-12-04 21:39:35.176666,,,,,,,,,,,,,,
,2023-12-04 21:39:36.153194,0.020856115967035294,8.71462034410797e-05,0.020856115967035294,1399.0,5.0,,,,,,,,,
0.02,2023-12-04 21:40:24.378334,,,,,,,,,,,,,,
,2023-12-04 21:40:25.356162,0.41540706157684326,0.015683423727750778,0.41540706157684326,1449.0,5.0,,,,,,,,,
0.02,2023-12-04 21:41:13.535251,,,,,,,,,,,,,,
,2023-12-04 21:41:15.368603,0.23394739627838135,0.0050671943463385105,0.23394739627838135,1499.0,5.0,,,,,,,,,
0.02,2023-12-04 21:44:26.604573,,,,,,,,,,,,,,
,2023-12-04 21:44:27.586810,0.10662578791379929,0.0003661378286778927,0.10662578791379929,1549.0,5.0,,,,,,,,,
0.02,2023-12-04 21:45:15.687360,,,,,,,,,,,,,,
,2023-12-04 21:45:16.670321,0.26299601793289185,0.0014633720275014639,0.26299601793289185,1599.0,5.0,,,,,,,,,
0.02,2023-12-04 21:46:04.778868,,,,,,,,,,,,,,
,2023-12-04 21:46:05.755183,0.12814383208751678,0.00048338674241676927,0.12814383208751678,1649.0,5.0,,,,,,,,,
