lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-12-05 00:48:35.375976,0.10882046818733215,0.0003908177022822201,0.10882046818733215,4899.0,11.0,,,,,,,,,
0.02,2023-12-05 00:49:17.993505,,,,,,,,,,,,,,
,2023-12-05 00:49:18.858887,0.10510233044624329,0.00037150047137402,0.10510233044624329,4949.0,11.0,,,,,,,,,
0.02,2023-12-05 00:50:01.468545,,,,,,,,,,,,,,
,2023-12-05 00:50:03.151434,0.2145954966545105,0.0013852138072252274,0.2145954966545105,4999.0,11.0,,,,,,,,,
0.02,2023-12-05 00:52:52.549224,,,,,,,,,,,,,,
,2023-12-05 00:52:53.415024,0.24744465947151184,0.0018837305251508951,0.24744465947151184,5049.0,11.0,,,,,,,,,
0.02,2023-12-05 00:53:36.079932,,,,,,,,,,,,,,
,2023-12-05 00:53:36.943757,0.4132053554058075,0.008884510025382042,0.4132053554058075,5099.0,11.0,,,,,,,,,
,2023-12-05 00:53:42.131918,,,,,11.0,0.17698559165000916,0.0007348400540649891,0.17698559165000916,0.1619381308555603,0.0031672955956310034,0.1619381308555603,,,
,2023-12-05 00:53:42.147530,,,,,11.0,,,,,,,0.18300281465053558,0.0032184990122914314,0.18300281465053558
0.02,2023-12-05 00:54:25.275485,,,,,,,,,,,,,,
,2023-12-05 00:54:26.143859,0.019445693120360374,8.5180472524371e-05,0.019445693120360374,5149.0,12.0,,,,,,,,,
0.02,2023-12-05 00:55:08.764041,,,,,,,,,,,,,,
,2023-12-05 00:55:09.629684,0.07142318785190582,0.0002477530506439507,0.07142318785190582,5199.0,12.0,,,,,,,,,
0.02,2023-12-05 00:55:52.260010,,,,,,,,,,,,,,
,2023-12-05 00:55:53.127275,0.1983318328857422,0.0006974070565775037,0.1983318328857422,5249.0,12.0,,,,,,,,,
0.02,2023-12-05 00:56:35.735449,,,,,,,,,,,,,,
,2023-12-05 00:56:36.602011,0.19681984186172485,0.0007948341662995517,0.19681984186172485,5299.0,12.0,,,,,,,,,
0.02,2023-12-05 00:57:19.223380,,,,,,,,,,,,,,
,2023-12-05 00:57:20.091829,0.18753743171691895,0.000929197936784476,0.18753743171691895,5349.0,12.0,,,,,,,,,
0.02,2023-12-05 00:58:02.706141,,,,,,,,,,,,,,
,2023-12-05 00:58:03.574764,0.35464218258857727,0.0038068166468292475,0.35464218258857727,5399.0,12.0,,,,,,,,,
0.02,2023-12-05 00:58:46.181474,,,,,,,,,,,,,,
,2023-12-05 00:58:47.049812,0.252280592918396,0.0010855167638510466,0.252280592918396,5449.0,12.0,,,,,,,,,
0.02,2023-12-05 00:59:29.676509,,,,,,,,,,,,,,
,2023-12-05 00:59:31.356374,0.2967931032180786,0.00845525786280632,0.2967931032180786,5499.0,12.0,,,,,,,,,
